country,state,date,demand_gwh,emissions_ktco2,emissions_intensity_gco2_per_kwh
India,Gujarat,2021-07-01,9057.07,4208.62,464.68
India,Gujarat,2021-08-01,8115.14,4030.01,496.6
India,Gujarat,2021-09-01,4938.67,2313.28,468.4
India,Gujarat,2021-10-01,6239.59,3302.55,529.29
India,Gujarat,2021-11-01,5776.08,2911.53,504.07
India,Gujarat,2021-12-01,7193.39,3741.29,520.1
India,Gujarat,2022-01-01,6900.4,3635.23,526.81
India,Gujarat,2022-02-01,5620.17,2832.66,504.02
India,Gujarat,2022-03-01,7614.71,4065.92,533.96
India,Gujarat,2022-04-01,9556.27,5357.53,560.63
India,Gujarat,2022-05-01,9962.84,4662.28,467.97
India,Gujarat,2022-06-01,9581.86,4936.74,515.22
India,Gujarat,2022-07-01,7490.67,3130.72,417.95
India,Gujarat,2022-08-01,7498.75,2986.51,398.27
India,Gujarat,2022-09-01,7865.3,3610.15,459.0
India,Gujarat,2022-10-01,7198.67,3381.95,469.8
India,Gujarat,2022-11-01,6535.57,3667.14,561.11
India,Gujarat,2022-12-01,7856.52,4007.34,510.07
India,Gujarat,2023-01-01,7950.02,3500.94,440.37
India,Gujarat,2023-02-01,6633.61,3178.23,479.11
India,Gujarat,2023-03-01,6887.2,3267.77,474.47
India,Gujarat,2023-04-01,9136.42,4774.18,522.54
India,Gujarat,2023-05-01,12310.12,5411.69,439.61
India,Gujarat,2023-06-01,9791.89,4707.66,480.77
India,Gujarat,2023-07-01,9802.89,4673.66,476.76
India,Gujarat,2023-08-01,14119.81,6000.77,424.99
India,Gujarat,2023-09-01,12375.18,6207.15,501.58
India,Haryana,2019-01-01,2545.24,2012.27,790.6
India,Haryana,2019-02-01,1758.57,1377.09,783.07
India,Haryana,2019-03-01,1788.69,1394.01,779.35
India,Haryana,2019-04-01,1213.43,952.08,784.62
India,Haryana,2019-05-01,1788.39,1428.82,798.94
India,Haryana,2019-06-01,2361.59,1898.1,803.74
India,Haryana,2019-07-01,1783.95,1412.82,791.96
India,Haryana,2019-08-01,1492.05,1166.8,782.01
India,Haryana,2019-09-01,2006.75,1559.82,777.29
India,Haryana,2019-10-01,1279.67,996.91,779.04
India,Haryana,2019-11-01,754.76,580.46,769.07
India,Haryana,2019-12-01,1319.95,976.35,739.69
India,Haryana,2020-01-01,1584.6,1235.96,779.98
India,Haryana,2020-02-01,1647.61,1302.6,790.6
India,Haryana,2020-03-01,813.36,582.79,716.52
India,Haryana,2020-04-01,202.18,112.51,556.48
India,Haryana,2020-05-01,508.49,347.83,684.05
India,Haryana,2020-06-01,1310.49,960.61,733.02
India,Haryana,2020-07-01,1487.36,1134.23,762.58
India,Haryana,2020-08-01,502.47,344.17,684.96
India,Haryana,2020-09-01,2188.7,1727.5,789.28
India,Haryana,2020-10-01,1268.87,986.73,777.65
India,Haryana,2020-11-01,486.37,363.56,747.5
India,Haryana,2020-12-01,1346.93,1054.25,782.71
India,Haryana,2021-01-01,2043.9,1622.45,793.8
India,Haryana,2021-02-01,1914.78,1485.05,775.57
India,Haryana,2021-03-01,2396.61,1866.9,778.98
India,Haryana,2021-04-01,1863.84,1439.87,772.53
India,Haryana,2021-05-01,1142.27,885.0,774.77
India,Haryana,2021-06-01,1912.09,1516.29,793.0
India,Haryana,2021-07-01,1802.64,1427.68,791.99
India,Haryana,2021-08-01,2171.95,1713.41,788.88
India,Haryana,2021-09-01,2001.97,1574.3,786.38
India,Haryana,2021-10-01,2135.72,1668.33,781.16
India,Haryana,2021-11-01,1660.98,1293.56,778.79
India,Haryana,2021-12-01,2251.72,1766.69,784.6
India,Haryana,2022-01-01,2562.13,2020.38,788.56
India,Haryana,2022-02-01,2051.84,1597.0,778.33
India,Haryana,2022-03-01,2546.0,1987.96,780.82
India,Haryana,2022-04-01,2907.12,2284.02,785.66
India,Haryana,2022-05-01,3080.67,2426.39,787.62
India,Haryana,2022-06-01,3243.93,2559.49,789.01
India,Haryana,2022-07-01,3101.35,2443.35,787.83
India,Haryana,2022-08-01,3197.18,2521.93,788.8
India,Haryana,2022-09-01,2830.78,2221.47,784.76
India,Haryana,2022-10-01,2383.82,1882.85,789.85
India,Haryana,2022-11-01,2246.65,1795.19,799.05
India,Haryana,2022-12-01,2809.96,2233.77,794.95
India,Haryana,2023-01-01,3027.74,2425.58,801.12
India,Haryana,2023-02-01,2617.87,2073.84,792.19
India,Haryana,2023-03-01,2111.93,1648.89,780.75
India,Haryana,2023-04-01,2418.7,1898.25,784.82
India,Haryana,2023-05-01,2198.91,1717.03,780.86
India,Haryana,2023-06-01,2675.15,2091.1,781.68
India,Haryana,2023-07-01,2501.6,1966.06,785.92
India,Haryana,2023-08-01,2973.4,2344.48,788.49
India,Haryana,2023-09-01,2715.57,2101.95,774.04
India,Himachal Pradesh,2019-01-01,1473.18,35.36,24.0
India,Himachal Pradesh,2019-02-01,1514.22,36.34,24.0
India,Himachal Pradesh,2019-03-01,1830.55,43.93,24.0
India,Himachal Pradesh,2019-04-01,3245.47,77.89,24.0
India,Himachal Pradesh,2019-05-01,4306.8,103.36,24.0
India,Himachal Pradesh,2019-06-01,5906.79,141.76,24.0
India,Himachal Pradesh,2019-07-01,6487.46,155.7,24.0
India,Himachal Pradesh,2019-08-01,6463.38,155.12,24.0
India,Himachal Pradesh,2019-09-01,5409.62,129.83,24.0
India,Himachal Pradesh,2019-10-01,2776.57,66.64,24.0
India,Himachal Pradesh,2019-11-01,1890.29,45.44,24.04
India,Himachal Pradesh,2019-12-01,1613.32,38.77,24.03
India,Himachal Pradesh,2020-01-01,1495.44,35.93,24.03
India,Himachal Pradesh,2020-02-01,1495.28,35.94,24.04
India,Himachal Pradesh,2020-03-01,1908.04,45.86,24.04
India,Himachal Pradesh,2020-04-01,2474.96,59.48,24.03
India,Himachal Pradesh,2020-05-01,4301.13,103.3,24.02
India,Himachal Pradesh,2020-06-01,5654.76,135.79,24.01
India,Himachal Pradesh,2020-07-01,6277.59,150.74,24.01
India,Himachal Pradesh,2020-08-01,6184.63,148.5,24.01
India,Himachal Pradesh,2020-09-01,5139.58,123.4,24.01
India,Himachal Pradesh,2020-10-01,2718.08,65.31,24.03
India,Himachal Pradesh,2020-11-01,1599.51,38.48,24.06
India,Himachal Pradesh,2020-12-01,1484.18,35.7,24.05
India,Himachal Pradesh,2021-01-01,1302.4,31.32,24.05
India,Himachal Pradesh,2021-02-01,1176.47,28.3,24.06
India,Himachal Pradesh,2021-03-01,1320.51,31.77,24.06
India,Himachal Pradesh,2021-04-01,1539.85,37.05,24.06
India,Himachal Pradesh,2021-05-01,3046.89,73.22,24.03
India,Himachal Pradesh,2021-06-01,5050.3,121.3,24.02
India,Himachal Pradesh,2021-07-01,6449.39,154.88,24.02
India,Himachal Pradesh,2021-08-01,6298.17,151.23,24.01
India,Himachal Pradesh,2021-09-01,5101.47,122.51,24.02
India,Himachal Pradesh,2021-10-01,3139.88,75.44,24.03
India,Himachal Pradesh,2021-11-01,1840.99,44.29,24.06
India,Himachal Pradesh,2021-12-01,1453.4,34.98,24.07
India,Himachal Pradesh,2022-01-01,1237.59,29.78,24.06
India,Himachal Pradesh,2022-02-01,1280.7,30.8,24.05
India,Himachal Pradesh,2022-03-01,2064.76,49.66,24.05
India,Himachal Pradesh,2022-04-01,2653.29,63.84,24.06
India,Himachal Pradesh,2022-05-01,3749.37,90.1,24.03
India,Himachal Pradesh,2022-06-01,4523.44,108.68,24.03
India,Himachal Pradesh,2022-07-01,6550.05,157.32,24.02
India,Himachal Pradesh,2022-08-01,6616.31,158.93,24.02
India,Himachal Pradesh,2022-09-01,5686.02,136.62,24.03
India,Himachal Pradesh,2022-10-01,3222.44,77.44,24.03
India,Himachal Pradesh,2022-11-01,2194.38,52.77,24.05
India,Himachal Pradesh,2022-12-01,1898.19,45.66,24.05
India,Himachal Pradesh,2023-01-01,1415.74,34.08,24.07
India,Himachal Pradesh,2023-02-01,1486.46,35.76,24.06
India,Himachal Pradesh,2023-03-01,1584.25,38.13,24.07
India,Himachal Pradesh,2023-04-01,2019.3,48.59,24.06
India,Himachal Pradesh,2023-05-01,3295.0,79.21,24.04
India,Himachal Pradesh,2023-06-01,5221.64,125.45,24.03
India,Himachal Pradesh,2023-07-01,6101.99,146.57,24.02
India,Himachal Pradesh,2023-08-01,6874.84,165.08,24.01
India,Himachal Pradesh,2023-09-01,5082.79,122.09,24.02
India,India Total,2019-01-01,110268.43,73799.11,669.27
India,India Total,2019-02-01,100838.65,66702.63,661.48
India,India Total,2019-03-01,117111.22,77827.4,664.56
India,India Total,2019-04-01,118905.47,77127.77,648.65
India,India Total,2019-05-01,129132.22,80457.6,623.06
India,India Total,2019-06-01,126546.5,76646.02,605.68
India,India Total,2019-07-01,123708.34,71130.64,574.99
India,India Total,2019-08-01,119935.29,65886.13,549.35
India,India Total,2019-09-01,114787.86,64231.89,559.57
India,India Total,2019-10-01,105698.24,64225.95,607.64
India,India Total,2019-11-01,101940.27,64732.0,635.0
India,India Total,2019-12-01,109637.33,70607.38,644.01
India,India Total,2020-01-01,113604.48,74361.11,654.56
India,India Total,2020-02-01,112325.29,73062.72,650.46
India,India Total,2020-03-01,107274.26,67445.17,628.72
India,India Total,2020-04-01,91499.53,54044.95,590.66
India,India Total,2020-05-01,109302.05,63099.53,577.3
India,India Total,2020-06-01,112949.66,63304.0,560.46
India,India Total,2020-07-01,120001.58,69364.49,578.03
India,India Total,2020-08-01,117338.61,64318.69,548.15
India,India Total,2020-09-01,120133.41,69973.18,582.46
India,India Total,2020-10-01,117554.71,72750.31,618.86
India,India Total,2020-11-01,105440.38,67354.59,638.79
India,India Total,2020-12-01,115205.12,74870.54,649.89
India,India Total,2021-01-01,119880.18,79762.24,665.35
India,India Total,2021-02-01,112370.54,74836.2,665.98
India,India Total,2021-03-01,131410.35,87555.55,666.28
India,India Total,2021-04-01,126975.61,84661.94,666.76
India,India Total,2021-05-01,117774.5,71493.27,607.04
India,India Total,2021-06-01,122428.45,69885.77,570.83
India,India Total,2021-07-01,133753.93,75806.69,566.76
India,India Total,2021-08-01,136547.98,78711.53,576.44
India,India Total,2021-09-01,121470.06,69807.83,574.69
India,India Total,2021-10-01,121306.99,73614.25,606.84
India,India Total,2021-11-01,107635.53,68055.32,632.28
India,India Total,2021-12-01,118567.43,76911.68,648.68
India,India Total,2022-01-01,120995.59,79389.69,656.14
India,India Total,2022-02-01,117507.03,76644.28,652.25
India,India Total,2022-03-01,139394.61,89700.9,643.5
India,India Total,2022-04-01,141762.14,91812.31,647.65
India,India Total,2022-05-01,145704.77,89238.42,612.46
India,India Total,2022-06-01,142928.65,86871.51,607.8
India,India Total,2022-07-01,136978.43,77815.15,568.08
India,India Total,2022-08-01,138475.53,76991.23,555.99
India,India Total,2022-09-01,135654.11,77079.86,568.21
India,India Total,2022-10-01,122810.94,72848.85,593.18
India,India Total,2022-11-01,121599.98,77994.8,641.41
India,India Total,2022-12-01,131022.4,85087.6,649.41
India,India Total,2023-01-01,136301.93,87981.2,645.49
India,India Total,2023-02-01,127091.33,82154.94,646.42
India,India Total,2023-03-01,137336.08,89485.1,651.58
India,India Total,2023-04-01,140488.41,91796.34,653.41
India,India Total,2023-05-01,147183.28,91651.79,622.71
India,India Total,2023-06-01,149366.61,89662.77,600.29
India,India Total,2023-07-01,147802.37,85008.17,575.15
India,India Total,2023-08-01,159958.84,90348.6,564.82
India,India Total,2023-09-01,149568.61,89369.38,597.51
India,Jammu and Kashmir,2019-01-01,637.88,15.31,24.0
India,Jammu and Kashmir,2019-02-01,961.31,23.07,24.0
India,Jammu and Kashmir,2019-03-01,1300.12,31.2,24.0
India,Jammu and Kashmir,2019-04-01,1875.57,45.01,24.0
India,Jammu and Kashmir,2019-05-01,2063.14,49.52,24.0
India,Jammu and Kashmir,2019-06-01,2257.98,54.19,24.0
India,Jammu and Kashmir,2019-07-01,2224.76,53.39,24.0
India,Jammu and Kashmir,2019-08-01,2107.28,50.57,24.0
India,Jammu and Kashmir,2019-09-01,1926.52,46.24,24.0
India,Jammu and Kashmir,2019-10-01,1094.88,26.28,24.0
India,Jammu and Kashmir,2019-11-01,1037.47,24.9,24.0
India,Jammu and Kashmir,2019-12-01,1021.68,24.52,24.0
India,Jammu and Kashmir,2020-01-01,954.32,22.9,24.0
India,Jammu and Kashmir,2020-02-01,908.28,21.8,24.0
India,Jammu and Kashmir,2020-03-01,1331.85,31.96,24.0
India,Jammu and Kashmir,2020-04-01,1577.17,37.85,24.0
India,Jammu and Kashmir,2020-05-01,2276.6,54.64,24.0
India,Jammu and Kashmir,2020-06-01,2365.15,56.76,24.0
India,Jammu and Kashmir,2020-07-01,2437.16,58.52,24.01
India,Jammu and Kashmir,2020-08-01,2188.04,52.54,24.01
India,Jammu and Kashmir,2020-09-01,2036.9,48.91,24.01
India,Jammu and Kashmir,2020-10-01,1103.24,26.48,24.0
India,Jammu and Kashmir,2020-11-01,655.38,15.76,24.05
India,Jammu and Kashmir,2020-12-01,677.17,16.28,24.04
India,Jammu and Kashmir,2021-01-01,685.96,16.49,24.04
India,Jammu and Kashmir,2021-02-01,668.16,16.07,24.05
India,Jammu and Kashmir,2021-03-01,1147.24,27.58,24.04
India,Jammu and Kashmir,2021-04-01,1341.42,32.23,24.03
India,Jammu and Kashmir,2021-05-01,2017.77,48.43,24.0
India,Jammu and Kashmir,2021-06-01,2305.41,55.33,24.0
India,Jammu and Kashmir,2021-07-01,2375.08,57.0,24.0
India,Jammu and Kashmir,2021-08-01,2320.7,55.7,24.0
India,Jammu and Kashmir,2021-09-01,1969.25,47.26,24.0
India,Jammu and Kashmir,2021-10-01,1347.38,32.34,24.0
India,Jammu and Kashmir,2021-11-01,774.02,18.58,24.01
India,Jammu and Kashmir,2021-12-01,508.04,12.19,23.99
India,Jammu and Kashmir,2022-01-01,635.13,15.24,24.0
India,Jammu and Kashmir,2022-02-01,591.11,14.19,24.01
India,Jammu and Kashmir,2022-03-01,1407.6,33.78,24.0
India,Jammu and Kashmir,2022-04-01,1740.73,41.78,24.0
India,Jammu and Kashmir,2022-05-01,2156.05,51.75,24.0
India,Jammu and Kashmir,2022-06-01,2170.14,52.08,24.0
India,Jammu and Kashmir,2022-07-01,2383.2,57.2,24.0
India,Jammu and Kashmir,2022-08-01,2301.63,55.24,24.0
India,Jammu and Kashmir,2022-09-01,1887.71,45.3,24.0
India,Jammu and Kashmir,2022-10-01,918.63,22.05,24.0
India,Jammu and Kashmir,2022-11-01,720.3,17.29,24.0
India,Jammu and Kashmir,2022-12-01,481.83,11.56,23.99
India,Jammu and Kashmir,2023-01-01,472.21,11.33,23.99
India,Jammu and Kashmir,2023-02-01,806.6,19.36,24.0
India,Jammu and Kashmir,2023-03-01,1131.58,27.16,24.0
India,Jammu and Kashmir,2023-04-01,1538.38,36.92,24.0
India,Jammu and Kashmir,2023-05-01,2093.91,50.25,24.0
India,Jammu and Kashmir,2023-06-01,2307.65,55.38,24.0
India,Jammu and Kashmir,2023-07-01,2279.93,54.72,24.0
India,Jammu and Kashmir,2023-08-01,2269.49,54.47,24.0
India,Jammu and Kashmir,2023-09-01,1711.47,41.08,24.0
India,Jharkhand,2019-01-01,2156.58,1767.19,819.44
India,Jharkhand,2019-02-01,2046.31,1676.76,819.41
India,Jharkhand,2019-03-01,2509.91,2051.79,817.48
India,Jharkhand,2019-04-01,2437.65,1997.28,819.35
India,Jharkhand,2019-05-01,2565.74,2102.33,819.39
India,Jharkhand,2019-06-01,2251.35,1844.94,819.48
India,Jharkhand,2019-07-01,2137.41,1747.69,817.67
India,Jharkhand,2019-08-01,2107.42,1707.46,810.21
India,Jharkhand,2019-09-01,2076.29,1683.16,810.66
India,Jharkhand,2019-10-01,1813.72,1445.79,797.14
India,Jharkhand,2019-11-01,1900.04,1549.43,815.47
India,Jharkhand,2019-12-01,2349.15,1918.68,816.76
India,Jharkhand,2020-01-01,2378.05,1945.0,817.9
India,Jharkhand,2020-02-01,2174.92,1776.69,816.9
India,Jharkhand,2020-03-01,2053.25,1672.65,814.64
India,Jharkhand,2020-04-01,1604.46,1306.86,814.52
India,Jharkhand,2020-05-01,2034.19,1660.9,816.49
India,Jharkhand,2020-06-01,2173.89,1768.04,813.31
India,Jharkhand,2020-07-01,2375.63,1920.45,808.4
India,Jharkhand,2020-08-01,2522.31,2014.44,798.65
India,Jharkhand,2020-09-01,2422.07,1952.83,806.27
India,Jharkhand,2020-10-01,2447.1,1981.62,809.78
India,Jharkhand,2020-11-01,2431.16,1990.78,818.86
India,Jharkhand,2020-12-01,2301.66,1883.03,818.12
India,Jharkhand,2021-01-01,2185.98,1786.2,817.12
India,Jharkhand,2021-02-01,2248.08,1833.7,815.67
India,Jharkhand,2021-03-01,2721.04,2227.88,818.76
India,Jharkhand,2021-04-01,2590.81,2121.4,818.82
India,Jharkhand,2021-05-01,2563.2,2095.1,817.38
India,Jharkhand,2021-06-01,2418.6,1932.47,799.0
India,Jharkhand,2021-07-01,2501.85,1984.96,793.4
India,Jharkhand,2021-08-01,2273.71,1771.58,779.16
India,Jharkhand,2021-09-01,2301.74,1802.85,783.26
India,Jharkhand,2021-10-01,2366.27,1871.37,790.85
India,Jharkhand,2021-11-01,2091.07,1689.02,807.73
India,Jharkhand,2021-12-01,2282.79,1856.19,813.12
India,Jharkhand,2022-01-01,2488.21,2028.18,815.12
India,Jharkhand,2022-02-01,2430.37,1973.87,812.17
India,Jharkhand,2022-03-01,2606.76,2125.05,815.21
India,Jharkhand,2022-04-01,2673.33,2184.99,817.33
India,Jharkhand,2022-05-01,2601.89,2126.12,817.14
India,Jharkhand,2022-06-01,2630.76,2148.57,816.71
India,Jharkhand,2022-07-01,2514.09,2049.64,815.26
India,Jharkhand,2022-08-01,2628.12,2117.45,805.69
India,Jharkhand,2022-09-01,2468.3,1950.26,790.12
India,Jharkhand,2022-10-01,2470.67,1947.15,788.11
India,Jharkhand,2022-11-01,2515.85,2056.31,817.34
India,Jharkhand,2022-12-01,2739.73,2243.05,818.71
India,Jharkhand,2023-01-01,2568.24,2101.81,818.39
India,Jharkhand,2023-02-01,2202.16,1794.49,814.88
India,Jharkhand,2023-03-01,2784.79,2276.13,817.34
India,Jharkhand,2023-04-01,2903.12,2370.93,816.68
India,Jharkhand,2023-05-01,2935.54,2402.88,818.55
India,Jharkhand,2023-06-01,2845.92,2330.43,818.87
India,Jharkhand,2023-07-01,2848.43,2329.99,817.99
India,Jharkhand,2023-08-01,2962.9,2416.84,815.7
India,Jharkhand,2023-09-01,3167.64,2571.01,811.65
India,Karnataka,2019-01-01,6118.87,2285.82,373.57
India,Karnataka,2019-02-01,5865.31,2232.71,380.66
India,Karnataka,2019-03-01,7124.9,3307.21,464.18
India,Karnataka,2019-04-01,6266.8,2632.46,420.06
India,Karnataka,2019-05-01,6033.08,2219.12,367.83
India,Karnataka,2019-06-01,4972.46,1568.82,315.5
India,Karnataka,2019-07-01,5401.95,1401.24,259.4
India,Karnataka,2019-08-01,5632.47,945.21,167.81
India,Karnataka,2019-09-01,5430.34,904.18,166.51
India,Karnataka,2019-10-01,4795.21,1003.31,209.23
India,Karnataka,2019-11-01,5247.4,1318.81,251.33
India,Karnataka,2019-12-01,6238.41,1774.26,284.41
India,Karnataka,2020-01-01,6597.14,2205.37,334.29
India,Karnataka,2020-02-01,6885.73,2410.86,350.12
India,Karnataka,2020-03-01,7422.28,2856.77,384.89
India,Karnataka,2020-04-01,5327.54,1672.4,313.92
India,Karnataka,2020-05-01,5522.01,1425.56,258.16
India,Karnataka,2020-06-01,4906.76,604.33,123.16
India,Karnataka,2020-07-01,4685.6,624.05,133.19
India,Karnataka,2020-08-01,5233.28,395.11,75.5
India,Karnataka,2020-09-01,4561.27,703.46,154.23
India,Karnataka,2020-10-01,4840.49,909.67,187.93
India,Karnataka,2020-11-01,5199.74,1192.65,229.37
India,Karnataka,2020-12-01,5936.59,1882.15,317.04
India,Karnataka,2021-01-01,6761.99,2729.49,403.65
India,Karnataka,2021-02-01,6637.37,2637.11,397.31
India,Karnataka,2021-03-01,7780.16,3335.62,428.73
India,Karnataka,2021-04-01,7143.94,3098.05,433.66
India,Karnataka,2021-05-01,5343.81,1326.09,248.15
India,Karnataka,2021-06-01,5240.58,960.0,183.19
India,Karnataka,2021-07-01,7040.57,1732.84,246.12
India,Karnataka,2021-08-01,7251.75,2440.16,336.49
India,Karnataka,2021-09-01,7037.57,2050.04,291.3
India,Karnataka,2021-10-01,6511.9,2429.06,373.02
India,Karnataka,2021-11-01,5483.3,1746.66,318.54
India,Karnataka,2021-12-01,6615.14,2367.78,357.93
India,Karnataka,2022-01-01,7306.59,2792.49,382.19
India,Karnataka,2022-02-01,7026.11,2641.12,375.9
India,Karnataka,2022-03-01,8566.79,3457.82,403.63
India,Karnataka,2022-04-01,7958.19,3377.66,424.43
India,Karnataka,2022-05-01,7933.0,3035.29,382.62
India,Karnataka,2022-06-01,7272.16,2983.59,410.28
India,Karnataka,2022-07-01,6682.99,1752.76,262.27
India,Karnataka,2022-08-01,6776.94,1825.71,269.4
India,Karnataka,2022-09-01,6422.29,1991.69,310.12
India,Karnataka,2022-10-01,5226.94,1330.44,254.54
India,Karnataka,2022-11-01,6219.68,2170.91,349.04
India,Karnataka,2022-12-01,6613.27,2362.36,357.22
India,Karnataka,2023-01-01,8038.99,3200.07,398.07
India,Karnataka,2023-02-01,7818.8,3303.74,422.54
India,Karnataka,2023-03-01,8160.45,3348.66,410.35
India,Karnataka,2023-04-01,7779.79,3328.93,427.9
India,Karnataka,2023-05-01,7603.25,3212.66,422.54
India,Karnataka,2023-06-01,7946.66,3317.2,417.43
India,Karnataka,2023-07-01,7321.81,2308.51,315.29
India,Karnataka,2023-08-01,8122.64,2621.53,322.74
India,Karnataka,2023-09-01,7595.06,2988.04,393.42
India,Kerala,2019-01-01,387.15,9.49,24.51
India,Kerala,2019-02-01,459.08,11.7,25.49
India,Kerala,2019-03-01,642.76,17.5,27.23
India,Kerala,2019-04-01,652.44,19.51,29.9
India,Kerala,2019-05-01,740.28,22.22,30.02
India,Kerala,2019-06-01,414.45,10.02,24.18
India,Kerala,2019-07-01,355.6,8.6,24.18
India,Kerala,2019-08-01,513.39,12.36,24.08
India,Kerala,2019-09-01,616.03,15.79,25.63
India,Kerala,2019-10-01,603.06,15.5,25.7
India,Kerala,2019-11-01,529.62,13.26,25.04
India,Kerala,2019-12-01,436.47,10.88,24.93
India,Kerala,2020-01-01,470.57,11.53,24.5
India,Kerala,2020-02-01,434.44,10.65,24.51
India,Kerala,2020-03-01,508.05,12.55,24.7
India,Kerala,2020-04-01,562.98,14.15,25.13
India,Kerala,2020-05-01,718.9,18.3,25.46
India,Kerala,2020-06-01,559.29,14.31,25.59
India,Kerala,2020-07-01,496.74,13.07,26.31
India,Kerala,2020-08-01,689.17,17.8,25.83
India,Kerala,2020-09-01,729.18,18.67,25.6
India,Kerala,2020-10-01,826.49,21.26,25.72
India,Kerala,2020-11-01,576.08,15.26,26.49
India,Kerala,2020-12-01,535.64,16.05,29.96
India,Kerala,2021-01-01,644.02,20.24,31.43
India,Kerala,2021-02-01,660.48,17.07,25.85
India,Kerala,2021-03-01,830.82,68.59,82.56
India,Kerala,2021-04-01,752.95,19.79,26.28
India,Kerala,2021-05-01,814.65,21.09,25.89
India,Kerala,2021-06-01,828.78,21.5,25.94
India,Kerala,2021-07-01,1076.46,27.24,25.31
India,Kerala,2021-08-01,1099.43,27.86,25.34
India,Kerala,2021-09-01,814.42,21.08,25.88
India,Kerala,2021-10-01,1136.99,28.97,25.48
India,Kerala,2021-11-01,1208.43,30.64,25.36
India,Kerala,2021-12-01,843.55,21.99,26.07
India,Kerala,2022-01-01,723.7,19.35,26.74
India,Kerala,2022-02-01,723.52,19.26,26.62
India,Kerala,2022-03-01,909.16,23.84,26.22
India,Kerala,2022-04-01,900.64,23.48,26.07
India,Kerala,2022-05-01,724.83,19.18,26.46
India,Kerala,2022-06-01,637.57,17.54,27.51
India,Kerala,2022-07-01,964.18,26.39,27.37
India,Kerala,2022-08-01,1357.7,34.39,25.33
India,Kerala,2022-09-01,1236.71,31.94,25.83
India,Kerala,2022-10-01,872.28,23.29,26.7
India,Kerala,2022-11-01,716.63,19.11,26.67
India,Kerala,2022-12-01,667.56,19.11,28.63
India,Kerala,2023-01-01,663.5,20.78,31.32
India,Kerala,2023-02-01,609.37,17.3,28.39
India,Kerala,2023-03-01,584.39,17.74,30.36
India,Kerala,2023-04-01,716.52,21.09,29.43
India,Kerala,2023-05-01,839.07,23.87,28.45
India,Kerala,2023-06-01,595.32,17.69,29.72
India,Kerala,2023-07-01,639.44,18.09,28.29
India,Kerala,2023-08-01,686.18,18.56,27.05
India,Kerala,2023-09-01,484.78,15.14,31.23
India,Ladakh,2021-07-01,63.45,1.52,23.96
India,Ladakh,2021-08-01,64.75,1.55,23.94
India,Ladakh,2021-09-01,57.74,1.39,24.07
India,Ladakh,2021-10-01,34.6,0.83,23.99
India,Ladakh,2021-11-01,21.28,0.51,23.97
India,Ladakh,2021-12-01,16.57,0.4,24.14
India,Ladakh,2022-01-01,14.4,0.35,24.31
India,Ladakh,2022-02-01,12.38,0.3,24.23
India,Ladakh,2022-03-01,17.73,0.43,24.25
India,Ladakh,2022-04-01,18.24,0.44,24.12
India,Ladakh,2022-05-01,40.07,0.96,23.96
India,Ladakh,2022-06-01,50.33,1.21,24.04
India,Ladakh,2022-07-01,64.79,1.55,23.92
India,Ladakh,2022-08-01,64.0,1.54,24.06
India,Ladakh,2022-09-01,54.59,1.31,24.0
India,Ladakh,2022-10-01,30.9,0.74,23.95
India,Ladakh,2022-11-01,20.34,0.49,24.09
India,Ladakh,2022-12-01,16.58,0.4,24.13
India,Ladakh,2023-01-01,13.99,0.34,24.3
India,Ladakh,2023-02-01,12.13,0.29,23.91
India,Ladakh,2023-03-01,16.82,0.4,23.78
India,Ladakh,2023-04-01,15.61,0.37,23.7
India,Ladakh,2023-05-01,20.16,0.48,23.81
India,Ladakh,2023-06-01,49.32,1.18,23.93
India,Ladakh,2023-07-01,65.71,1.58,24.05
India,Ladakh,2023-08-01,66.89,1.61,24.07
India,Ladakh,2023-09-01,60.04,1.44,23.98
India,Lakshadweep,2019-01-01,0.08,0.0,0.0
India,Lakshadweep,2019-02-01,0.0,0.0,
India,Lakshadweep,2019-03-01,0.1,0.0,0.0
India,Lakshadweep,2019-04-01,0.06,0.0,0.0
India,Lakshadweep,2019-05-01,0.07,0.0,0.0
India,Lakshadweep,2019-06-01,0.06,0.0,0.0
India,Lakshadweep,2019-07-01,0.04,0.0,0.0
India,Lakshadweep,2019-08-01,0.04,0.0,0.0
India,Lakshadweep,2019-09-01,0.05,0.0,0.0
India,Lakshadweep,2019-10-01,0.05,0.0,0.0
India,Lakshadweep,2019-11-01,0.05,0.0,0.0
India,Lakshadweep,2019-12-01,0.05,0.0,0.0
India,Lakshadweep,2020-01-01,0.06,0.0,0.0
India,Lakshadweep,2020-02-01,0.06,0.0,0.0
India,Lakshadweep,2020-03-01,0.07,0.0,0.0
India,Lakshadweep,2020-04-01,0.06,0.0,0.0
India,Lakshadweep,2020-05-01,0.05,0.0,0.0
India,Lakshadweep,2020-06-01,0.03,0.0,0.0
India,Lakshadweep,2020-07-01,0.03,0.0,0.0
India,Lakshadweep,2020-08-01,0.04,0.0,0.0
India,Lakshadweep,2020-09-01,0.03,0.0,0.0
India,Lakshadweep,2020-10-01,0.05,0.0,0.0
India,Lakshadweep,2020-11-01,0.04,0.0,0.0
India,Lakshadweep,2020-12-01,0.03,0.0,0.0
India,Lakshadweep,2021-01-01,0.03,0.0,0.0
India,Lakshadweep,2021-02-01,0.03,0.0,0.0
India,Lakshadweep,2021-03-01,0.02,0.0,0.0
